Metric ID,Sector,Industry,Metric Name,Metric Description,Quantitative / Qualitative,Unit,Topic,Topic Description,Primitive Bindings,Outcome Node Bindings,Binding Notes
RT-CH-320a.1,Resource Transformation,Chemicals,(1) Total recordable incident rate (TRIR) and (2) fatality rate for (a) direct employees and (b) contract employees,(1) Total recordable incident rate (TRIR) and (2) fatality rate for (a) direct employees and (b) contract employees,Quantitative,Rate,Workforce Health & Safety,"Employees in industrial machinery manufacturing facilities face health and safety risks from exposure to heavy machinery, moving equipment and electrical hazards, among others. Creating an effective safety culture is critical to mitigate safety incidents proactively, which may result in reduced healthcare costs, litigation and work disruption. By implementing strong safety protocols, including incident reporting and investigation, and promoting a culture of safety, entities can minimise safety-related expenses and potentially improve productivity in the long term.","HS, IR","E:ESGRating, S:WorkerWelfare",TRIR and fatality rate for direct and contract employees signal worker welfare governance quality and ESG rating in chemicals manufacturing
RT-CH-320a.2,Resource Transformation,Chemicals,"Description of efforts to assess, monitor, and reduce exposure of employees and contract workers to long-term (chronic) health risks","Description of efforts to assess, monitor, and reduce exposure of employees and contract workers to long-term (chronic) health risks",Discussion and Analysis,,Workforce Health & Safety,"Employees in industrial machinery manufacturing facilities face health and safety risks from exposure to heavy machinery, moving equipment and electrical hazards, among others. Creating an effective safety culture is critical to mitigate safety incidents proactively, which may result in reduced healthcare costs, litigation and work disruption. By implementing strong safety protocols, including incident reporting and investigation, and promoting a culture of safety, entities can minimise safety-related expenses and potentially improve productivity in the long term.","EP, HS","R:LicenceToOperate, S:WorkerWelfare",Chronic health exposure reduction efforts for employees and contractors signal worker welfare governance and licence-to-operate in chemicals manufacturing
RT-CH-410a.1,Resource Transformation,Chemicals,Revenue from products designed for use- phase resource efficiency,Revenue from products designed for use- phase resource efficiency,Quantitative,Presentation currency,Product Design for Use-phase Efficiency,"As increasing resource scarcity and regulations encourage greater materials efficiency and lower energy consumption and emissions, the Chemicals industry may benefit from developing products that enhance customer efficiency. From reducing automobile emissions through materials optimisation to improving building insulation performance, Chemicals industry products can enhance efficiency across many applications. Entities that develop cost-effective solutions to meet customer demand for improved efficiency may benefit from increased revenue and market share, stronger competitive positioning and enhanced brand value.","EP, XW","F:GrossMargin, R:BrandEquity",Revenue from use-phase resource efficiency products signals transition gross margin opportunity and brand equity in chemicals manufacturing
RT-CH-410b.1,Resource Transformation,Chemicals,"(1) Percentage of products that contain Globally Harmonised System of Classification and Labelling of Chemicals (GHS) Category 1 and 2 Health and Environmental Hazardous Substances,
(2) percentage of such products that have undergone a hazard assessment","(1) Percentage of products that contain Globally Harmonised System of Classification and Labelling of Chemicals (GHS) Category 1 and 2 Health and Environmental Hazardous Substances,
(2) percentage of such products that have undergone a hazard assessment",Quantitative,"Percentage (%) by revenue, Percentage (%)",Safety & Environmental Stewardship of Chemicals,"Product safety and stewardship is a critical issue for entities in the Chemicals industry. The potential for human health or environmental impacts of chemicals during the use-phase can influence product demand and regulatory risk, which in turn can affect revenues and result in higher operating, regulatory compliance and mitigation expenses. The industry can mitigate regulatory risk and grow market share by developing innovative approaches to manage the potential impacts of products during the use-phase, including developing alternative products with reduced toxicity. This could contribute to shareholder value through improved competitive positioning, greater market share, reduced regulatory risks and higher brand value.","EP, RG","E:ESGRating, S:PublicHealthBurden",Percentage of products containing GHS Cat 1/2 hazardous substances and hazard assessment coverage signal ESG rating and public health burden risk in chemicals
RT-CH-410b.2,Resource Transformation,Chemicals,Discussion of strategy to (1) manage chemicals of concern and (2) develop alternatives with reduced human or environmental impact,Discussion of strategy to (1) manage chemicals of concern and (2) develop alternatives with reduced human or environmental impact,Discussion and Analysis,,Safety & Environmental Stewardship of Chemicals,"Product safety and stewardship is a critical issue for entities in the Chemicals industry. The potential for human health or environmental impacts of chemicals during the use-phase can influence product demand and regulatory risk, which in turn can affect revenues and result in higher operating, regulatory compliance and mitigation expenses. The industry can mitigate regulatory risk and grow market share by developing innovative approaches to manage the potential impacts of products during the use-phase, including developing alternative products with reduced toxicity. This could contribute to shareholder value through improved competitive positioning, greater market share, reduced regulatory risks and higher brand value.","EP, XW","E:ESGRating, R:BrandEquity",Strategy to manage chemicals of concern and develop safer alternatives signals ESG rating governance quality and brand equity in chemicals manufacturing
RT-CH-410c.1,Resource Transformation,Chemicals,Percentage of products by revenue that contain genetically modified organisms (GMOs),Percentage of products by revenue that contain genetically modified organisms (GMOs),Quantitative,Percentage (%) by revenue,Genetically Modified Organisms,"Some chemical entities produce crop seeds developed using genetically modified organism (GMO) technology. GMO technology has improved some crop yields, including corn and soy, by altering the crop?s resistance to pesticides and herbicides and improving drought tolerance, among other factors. At the same time, consumers and regulators in some areas have expressed concern over the use of GMO technology because of perceived health, environmental and social impacts of GMO cultivation and consumption. Thus, entities that employ such technology face both market opportunities and risks related to its use. The adoption of GMO crop technology is significant in some regions, although in other regions regulators have implemented bans, quotas or labelling requirements on GMO-based products. Such product bans or labelling requirements may decrease revenues or increase costs for manufacturers, and regulatory scrutiny and public perception may affect reputational risk. As such, entities that effectively respond to market drivers related to GMO products can mitigate risks and capitalise on opportunities.","RG, XW","R:BrandEquity, R:CustomerChurn",GMO product revenue share signals licence-to-operate regulatory risk and brand equity/customer churn in chemicals manufacturing
RT-CH-530a.1,Resource Transformation,Chemicals,Discussion of corporate positions related to government regulations or policy proposals that address environmental and social factors affecting the industry,Discussion of corporate positions related to government regulations or policy proposals that address environmental and social factors affecting the industry,Discussion and Analysis,,Management of the Legal & Regulatory Environment,"The Chemicals industry faces strict regulation governing air emissions, water discharge, chemical safety and process safety, among other issues. Anticipating and adapting to regulatory developments, both in the short and long term, is a critical issue for the industry, as regulatory developments can significantly affect product demand, manufacturing costs and brand value. Therefore, entities with a clear strategy for managing the regulatory environment that aligns corporate performance with sustainable environmental outcomes and accounts for societal externalities may benefit from increased regulatory certainty, stronger brand value and improved competitive positioning.","RG, XW","E:ESGRating, R:LicenceToOperate",Corporate positions on environmental/social regulatory proposals signal licence-to-operate governance quality and ESG rating in chemicals manufacturing
RT-CH-540a.1,Resource Transformation,Chemicals,"Process Safety Incidents Count (PSIC), Process Safety Total Incident Rate (PSTIR), and Process Safety Incident Severity Rate (PSISR) 2","Process Safety Incidents Count (PSIC), Process Safety Total Incident Rate (PSTIR), and Process Safety Incident Severity Rate (PSISR) 2 ? The entity shall describe incidents with a severity rating of 1 or 2, including root causes, outcomes and corrective actions implemented in response.",Quantitative,"Number, Rate","Operational Safety, Emergency Preparedness & Response","Health, safety and emergency management is a critical issue for entities in the Chemicals industry. Technical failure, human error or external factors such as weather may result in accidental releases of chemical substances into the environment at processing facilities or during storage and transportation. Furthermore, the combustible nature of some chemical substances, combined with the high operating temperatures and pressures involved in manufacturing, increases the risk of explosions, hazardous spills or other emergency situations. Such events may harm workers or people in nearby communities through the release of harmful air emissions and chemical substances, and they may impact the environment adversely. Entities may face operational disruptions, damage to facilities, reputational harm, and increased regulatory compliance and remediation costs in the event of a process incident. As such, strong process safety management may reduce operational downtime, mitigate costs and regulatory risk, and ensure workforce productivity.","HS, IR","O:CapacityUtilisation, S:WorkerWelfare","Process safety incident count, PSTIR and PSISR signal worker welfare governance quality and capacity utilisation loss in chemicals manufacturing"
RT-CH-540a.2,Resource Transformation,Chemicals,Number of transport incidents 3,"Number of transport incidents 3 ? The entity shall describe significant transport incidents, including their root causes, outcomes and corrective actions implemented in response.",Quantitative,Number,"Operational Safety, Emergency Preparedness & Response","Health, safety and emergency management is a critical issue for entities in the Chemicals industry. Technical failure, human error or external factors such as weather may result in accidental releases of chemical substances into the environment at processing facilities or during storage and transportation. Furthermore, the combustible nature of some chemical substances, combined with the high operating temperatures and pressures involved in manufacturing, increases the risk of explosions, hazardous spills or other emergency situations. Such events may harm workers or people in nearby communities through the release of harmful air emissions and chemical substances, and they may impact the environment adversely. Entities may face operational disruptions, damage to facilities, reputational harm, and increased regulatory compliance and remediation costs in the event of a process incident. As such, strong process safety management may reduce operational downtime, mitigate costs and regulatory risk, and ensure workforce productivity.","IR, RG","E:RegulatoryFine, O:CapacityUtilisation",Transport incident count signals regulatory fine and capacity utilisation disruption risk in chemicals manufacturing
RT-CH-000.A,Resource Transformation,Chemicals,Production by reportable segment4,Production by reportable segment4,Quantitative,Cubic metres (m?) or metric tonnes (t),Production by reportable segment4,,OX,F:GrossMargin,Activity metric: production by segment scales gross margin base in chemicals manufacturing
RT-CP-110a.1,Resource Transformation,Containers & Packaging,"Gross global Scope 1 emissions, percentage covered under emissions- limiting regulations","Gross global Scope 1 emissions, percentage covered under emissions- limiting regulations",Quantitative,"Metric tonnes
(t) CO?-e, Percentage (%)",Greenhouse Gas Emissions,"The Containers & Packaging industry generates direct (Scope 1) greenhouse gas (GHG) emissions from fossil fuel combustion in manufacturing and cogeneration processes. GHG emissions may result in regulatory compliance costs or penalties and operating risks for entities. However, the financial effects may vary depending on the magnitude of emissions and the prevailing emissions regulations. The industry may be subject to increasingly stringent regulations as countries try to limit or reduce emissions. Entities that cost-effectively manage GHG emissions through greater energy efficiency, the use of alternative fuels or manufacturing process advances could benefit from improved operating efficiency and reduced regulatory risk, among other financial benefits.","EP, GE","E:CarbonLiability, E:ESGRating",Gross Scope 1 GHG emissions and regulatory coverage signal carbon liability and ESG rating in containers and packaging manufacturing
RT-CP-110a.2,Resource Transformation,Containers & Packaging,"Discussion of long- and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets and an analysis of performance against those targets","Discussion of long- and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets and an analysis of performance against those targets",Discussion and Analysis,,Greenhouse Gas Emissions,"The Containers & Packaging industry generates direct (Scope 1) greenhouse gas (GHG) emissions from fossil fuel combustion in manufacturing and cogeneration processes. GHG emissions may result in regulatory compliance costs or penalties and operating risks for entities. However, the financial effects may vary depending on the magnitude of emissions and the prevailing emissions regulations. The industry may be subject to increasingly stringent regulations as countries try to limit or reduce emissions. Entities that cost-effectively manage GHG emissions through greater energy efficiency, the use of alternative fuels or manufacturing process advances could benefit from improved operating efficiency and reduced regulatory risk, among other financial benefits.","GE, RG","E:CarbonLiability, E:ESGRating",Long- and short-term Scope 1 emissions strategy and targets signal carbon liability governance and ESG rating in containers and packaging manufacturing
RT-CP-120a.1,Resource Transformation,Containers & Packaging,"Air emissions of the following pollutants:
(1) NOx (excluding N2O), (2) SOx,
(3) volatile organic compounds (VOCs), and (4) particulate matter (PM)","Air emissions of the following pollutants:
(1) NOx (excluding N2O), (2) SOx,
(3) volatile organic compounds (VOCs), and (4) particulate matter (PM)",Quantitative,Metric tonnes (t),Air Quality,"In addition to greenhouse gases (GHGs), containers and packaging manufacturing may produce air emissions, which may include sulphur dioxides (SOx), nitrogen oxides (NOx) and particulate matter (PM). As with GHGs, these emissions typically stem from fuel combustion to produce energy. Relative to other industries, the Containers & Packaging industry is a significant source of some of these emissions. Although related financial effects may vary depending on the magnitude of emissions and the prevailing regulations, entities face operating costs, regulatory compliance costs, regulatory penalties in the event of non-compliance and capital expenditures related to emissions management. As such, entities may manage the issue through technological process improvements or other strategies that can mitigate such impacts, improving financial performance and enhancing brand value.","EP, RG","E:ESGRating, S:PublicHealthBurden","NOx, SOx, VOC and PM air emissions from containers and packaging plants signal ESG rating and public health burden risk"
RT-CP-130a.1,Resource Transformation,Containers & Packaging,"Total energy consumed,
percentage grid electricity,
percentage renewable and (4) total self-generated energy","Total energy consumed,
percentage grid electricity,
percentage renewable and (4) total self-generated energy",Quantitative,"Gigajoules (GJ),
Percentage (%)",Energy Management,"Energy is a critical input in industrial machinery manufacturing. Purchased electricity is the largest share of energy expenditure in the industry, followed by purchased fuels. The type of energy used, amount consumed and energy management strategies depend on the type of products manufactured. Including the use of electricity generated on site, grid-sourced electricity and alternative energy, an entity?s energy mix can influence the cost and reliability of energy supply and, ultimately, affect the entity?s cost structure and regulatory risk.","EU, GE","E:ESGRating, F:FCF",Total energy consumed with renewable share signal FCF efficiency and ESG rating in containers and packaging manufacturing
RT-CP-140a.1,Resource Transformation,Containers & Packaging,"Total water withdrawn, (2) total water consumed; percentage of each in regions with High or Extremely High Baseline Water Stress","Total water withdrawn, (2) total water consumed; percentage of each in regions with High or Extremely High Baseline Water Stress",Quantitative,"Thousand cubic metres (m?), Percentage (%)",Water Management,"Containers and packaging manufacturing requires water for various stages of production including in raw materials processing, process cooling and steam generation at on site cogeneration plants. Long-term historical increases in water scarcity and cost, and expectations of continued increases?because of over-consumption and reduced supplies resulting from population growth and shifts, pollution and climate change?show the importance of water management. Water scarcity may result in a higher risk of operational disruption for entities with water-intensive operations, and can increase water procurement costs and capital expenditures. Meanwhile, containers and packaging manufacturing may generate process wastewater that must be treated before disposal. Non-compliance with water quality regulations may result in regulatory compliance and mitigation costs or legal expenses stemming from litigation. Reducing water use and consumption through increased efficiency and other water management strategies may result in lower operating costs over time and may mitigate financial effects of regulations, water supply shortages and community-related disruptions of operations.","EP, WA","E:ESGRating, S:WaterScarcity",Total water withdrawn and consumed with high-stress region share signal water scarcity risk and ESG rating in containers and packaging manufacturing
RT-CP-140a.2,Resource Transformation,Containers & Packaging,Description of water management risks and discussion of strategies and practices to mitigate those risks,Description of water management risks and discussion of strategies and practices to mitigate those risks,Discussion and Analysis,,Water Management,"Containers and packaging manufacturing requires water for various stages of production including in raw materials processing, process cooling and steam generation at on site cogeneration plants. Long-term historical increases in water scarcity and cost, and expectations of continued increases?because of over-consumption and reduced supplies resulting from population growth and shifts, pollution and climate change?show the importance of water management. Water scarcity may result in a higher risk of operational disruption for entities with water-intensive operations, and can increase water procurement costs and capital expenditures. Meanwhile, containers and packaging manufacturing may generate process wastewater that must be treated before disposal. Non-compliance with water quality regulations may result in regulatory compliance and mitigation costs or legal expenses stemming from litigation. Reducing water use and consumption through increased efficiency and other water management strategies may result in lower operating costs over time and may mitigate financial effects of regulations, water supply shortages and community-related disruptions of operations.","RG, WA","R:LicenceToOperate, S:WaterScarcity",Water management risk strategies signal water scarcity governance quality and licence-to-operate in containers and packaging manufacturing
RT-CP-140a.3,Resource Transformation,Containers & Packaging,"Number of incidents of non-compliance associated with water quality permits, standards and regulations","Number of incidents of non-compliance associated with water quality permits, standards and regulations",Quantitative,Number,Water Management,"Containers and packaging manufacturing requires water for various stages of production including in raw materials processing, process cooling and steam generation at on site cogeneration plants. Long-term historical increases in water scarcity and cost, and expectations of continued increases?because of over-consumption and reduced supplies resulting from population growth and shifts, pollution and climate change?show the importance of water management. Water scarcity may result in a higher risk of operational disruption for entities with water-intensive operations, and can increase water procurement costs and capital expenditures. Meanwhile, containers and packaging manufacturing may generate process wastewater that must be treated before disposal. Non-compliance with water quality regulations may result in regulatory compliance and mitigation costs or legal expenses stemming from litigation. Reducing water use and consumption through increased efficiency and other water management strategies may result in lower operating costs over time and may mitigate financial effects of regulations, water supply shortages and community-related disruptions of operations.","RG, WA","E:RegulatoryFine, S:WaterScarcity",Water quality non-compliance incident count signals regulatory fine and water scarcity exposure in containers and packaging manufacturing
RT-CP-150a.1,Resource Transformation,Containers & Packaging,"Amount of hazardous waste generated, percentage recycled","Amount of hazardous waste generated, percentage recycled",Quantitative,"Metric tonnes (t), Percentage (%)",Waste Management,"Containers and packaging manufacturing may generate hazardous process waste which may include heavy metals, spent acids, catalysts and wastewater treatment sludge. Entities face regulatory and operational challenges in managing waste because some wastes are subject to regulations pertaining to its transport, treatment, storage and disposal. Waste management strategies include reduced generation, effective treatment and disposal, and recycling and recovery, if possible. Such activities, while requiring initial investment or operating costs, may reduce an entity?s long-term cost structure and mitigate the risk of remediation liabilities or regulatory penalties.","EP, WS","E:ESGRating, E:RegulatoryFine",Hazardous waste generated and recycling rate signal ESG rating governance quality and regulatory fine exposure in containers and packaging manufacturing
RT-CP-250a.1,Resource Transformation,Containers & Packaging,"Number of recalls issued, (2) total units recalled 1","Number of recalls issued, (2) total units recalled 1 ? The entity shall discuss notable recalls, such as those that affected a significant number of products, a significant number of units of a given product, or those related to serious injuries or fatalities.",Quantitative,Number,Product Safety,"The proper and safe functioning of electrical and electronic equipment is important because of the potential risks to customers, including electrical fires. In the event of a product safety incident, entities could be exposed to product liability claims, revenue loss because of damaged reputation, redesign costs, recalls, litigation or fines. Proper safety procedures, tests and protocols for products may reduce the risk of such adverse impacts and strengthen an entity?s brand.","IR, QA","R:BrandEquity, R:CustomerChurn",Product recall count and units recalled signal brand equity and customer churn risk in containers and packaging manufacturing
RT-CP-250a.2,Resource Transformation,Containers & Packaging,Discussion of process to identify and manage emerging materials and chemicals of concern,Discussion of process to identify and manage emerging materials and chemicals of concern,Discussion and Analysis,,Product Safety,"The proper and safe functioning of electrical and electronic equipment is important because of the potential risks to customers, including electrical fires. In the event of a product safety incident, entities could be exposed to product liability claims, revenue loss because of damaged reputation, redesign costs, recalls, litigation or fines. Proper safety procedures, tests and protocols for products may reduce the risk of such adverse impacts and strengthen an entity?s brand.","EP, RG","E:ESGRating, S:PublicHealthBurden",Process to identify and manage emerging materials and chemicals of concern signals ESG rating and public health burden governance in containers and packaging
RT-CP-410a.1,Resource Transformation,Containers & Packaging,"Percentage of raw materials from:
(1) recycled content, (2) renewable resources, and (3) renewable and recycled content","Percentage of raw materials from:
(1) recycled content, (2) renewable resources, and (3) renewable and recycled content",Quantitative,Percentage (%) by weight,Product Lifecycle Management,"Electrical and electronic equipment entities face increasing challenges and opportunities associated with environmental and social externalities that may stem from the use of their products. Regulations are incentivising entities to reduce or eliminate the use of harmful chemicals in their products. To a lesser extent, regulations and customers are encouraging entities to reduce the environmental footprint of their products in the use-phase, primarily in terms of energy intensity. Electrical and electronic equipment entities that develop cost-effective products and energy efficiency solutions may benefit from increased revenue and market share, stronger competitive positioning and enhanced brand value. Similarly, products with reduced chemical safety concerns may provide opportunities for increased market share.","CY, SC","E:ESGRating, R:BrandEquity","Percentage of raw materials from recycled, renewable and mixed content signals ESG rating circular economy positioning and brand equity in containers and packaging"
RT-CP-410a.2,Resource Transformation,Containers & Packaging,"Revenue from products that are reusable, recyclable, or compostable","Revenue from products that are reusable, recyclable, or compostable",Quantitative,Presentation currency,Product Lifecycle Management,"Electrical and electronic equipment entities face increasing challenges and opportunities associated with environmental and social externalities that may stem from the use of their products. Regulations are incentivising entities to reduce or eliminate the use of harmful chemicals in their products. To a lesser extent, regulations and customers are encouraging entities to reduce the environmental footprint of their products in the use-phase, primarily in terms of energy intensity. Electrical and electronic equipment entities that develop cost-effective products and energy efficiency solutions may benefit from increased revenue and market share, stronger competitive positioning and enhanced brand value. Similarly, products with reduced chemical safety concerns may provide opportunities for increased market share.","CY, XW","F:GrossMargin, R:BrandEquity","Revenue from reusable, recyclable or compostable products signals gross margin circular economy opportunity and brand equity in containers and packaging"
RT-CP-410a.3,Resource Transformation,Containers & Packaging,Discussion of strategies to reduce the environmental impact of packaging throughout its lifecycle,Discussion of strategies to reduce the environmental impact of packaging throughout its lifecycle,Discussion and Analysis,,Product Lifecycle Management,"Electrical and electronic equipment entities face increasing challenges and opportunities associated with environmental and social externalities that may stem from the use of their products. Regulations are incentivising entities to reduce or eliminate the use of harmful chemicals in their products. To a lesser extent, regulations and customers are encouraging entities to reduce the environmental footprint of their products in the use-phase, primarily in terms of energy intensity. Electrical and electronic equipment entities that develop cost-effective products and energy efficiency solutions may benefit from increased revenue and market share, stronger competitive positioning and enhanced brand value. Similarly, products with reduced chemical safety concerns may provide opportunities for increased market share.","EP, XW","E:ESGRating, R:BrandEquity",Lifecycle environmental impact reduction strategies signal ESG rating governance quality and brand equity in containers and packaging manufacturing
RT-CP-430a.1,Resource Transformation,Containers & Packaging,Total wood fibre procured; percentage from certified sources,Total wood fibre procured; percentage from certified sources,Quantitative,"Metric tonnes (t), Percentage (%)",Supply Chain Management,"Containers and packaging manufacturing uses large quantities of raw materials including wood fibre and aluminium. Sustainable production of these materials is an important supply chain consideration for entities in the industry because adverse environmental impacts could increase materials costs and affect the brand value of entities. To mitigate such risks, entities may implement supply chain vetting practices and implement third-party standards within internal operations and suppliers that certify that the materials were produced in a sustainable manner. Additionally, such actions may raise brand value and meet customer demand for sustainably produced packaging products, providing access to new markets and growth opportunities.","QA, SC","E:BiodiversityImpact, R:BrandEquity",Wood fibre procured and certified sourcing percentage signal biodiversity impact governance and brand equity in containers and packaging manufacturing
RT-CP-430a.2,Resource Transformation,Containers & Packaging,Total aluminium purchased; percentage from certified sources,Total aluminium purchased; percentage from certified sources,Quantitative,"Metric tonnes (t), Percentage (%)",Supply Chain Management,"Containers and packaging manufacturing uses large quantities of raw materials including wood fibre and aluminium. Sustainable production of these materials is an important supply chain consideration for entities in the industry because adverse environmental impacts could increase materials costs and affect the brand value of entities. To mitigate such risks, entities may implement supply chain vetting practices and implement third-party standards within internal operations and suppliers that certify that the materials were produced in a sustainable manner. Additionally, such actions may raise brand value and meet customer demand for sustainably produced packaging products, providing access to new markets and growth opportunities.","QA, SC","E:ESGRating, R:BrandEquity",Aluminium sourced and certified percentage signal ESG rating supply chain governance and brand equity in containers and packaging manufacturing
RT-CP-000.A,Resource Transformation,Containers & Packaging,"Amount of production, by substrate2","Amount of production, by substrate2",Quantitative,Metric tonnes (t),"Amount of production, by substrate2",,OX,F:GrossMargin,Activity metric: production by substrate scales gross margin base in containers and packaging manufacturing
RT-CP-000.B,Resource Transformation,Containers & Packaging,"Percentage of production as: (1) paper/wood, (2) glass,
(3) metal, and (4) plastic","Percentage of production as: (1) paper/wood, (2) glass,
(3) metal, and (4) plastic",Quantitative,Percentage (%) by revenue,"Percentage of production as: (1) paper/wood, (2) glass,
(3) metal, and (4) plastic",,OX,F:GrossMargin,Activity metric: production by material type scales gross margin product mix in containers and packaging manufacturing
RT-CP-000.C,Resource Transformation,Containers & Packaging,Number of employees,Number of employees,Quantitative,Number,Number of employees,,OX,F:GrossMargin,Activity metric: employee count scales gross margin labour base in containers and packaging manufacturing
RT-EE-130a.1,Resource Transformation,Electrical & Electronic Equipment,"Total energy consumed,
percentage grid electricity and
percentage renewable","Total energy consumed,
percentage grid electricity and
percentage renewable",Quantitative,"Gigajoules (GJ),
Percentage (%)",Energy Management,"Energy is a critical input in industrial machinery manufacturing. Purchased electricity is the largest share of energy expenditure in the industry, followed by purchased fuels. The type of energy used, amount consumed and energy management strategies depend on the type of products manufactured. Including the use of electricity generated on site, grid-sourced electricity and alternative energy, an entity?s energy mix can influence the cost and reliability of energy supply and, ultimately, affect the entity?s cost structure and regulatory risk.","EU, GE","E:ESGRating, F:FCF",Total energy consumed and grid/renewable share signal FCF efficiency and ESG rating in electrical and electronic equipment manufacturing
RT-EE-150a.1,Resource Transformation,Electrical & Electronic Equipment,"Amount of hazardous waste generated, (2) percentage recycled","Amount of hazardous waste generated, (2) percentage recycled",Quantitative,"Metric tonnes (t), Percentage (%)",Hazardous Waste Management,"Electrical and electronic equipment manufacturing may generate hazardous waste which includes heavy metals and wastewater treatment sludge. Entities face regulatory and operational challenges in managing waste, since some wastes are subject to regulations governing their transport, treatment, storage and disposal. Waste management strategies include reduced generation, effective treatment and disposal, and recycling and recovery, if possible. Such activities, although requiring initial investment or operating costs, may reduce an entity?s long-term cost structure and mitigate the risk of remediation liabilities or regulatory penalties.","EP, WS","E:ESGRating, E:RegulatoryFine",Hazardous waste generated and recycling rate signal ESG rating governance quality and regulatory fine exposure in electrical and electronic equipment manufacturing
RT-EE-150a.2,Resource Transformation,Electrical & Electronic Equipment,"Number and aggregate quantity of reportable spills, (2) quantity recovered 1","Number and aggregate quantity of reportable spills, (2) quantity recovered 1 ? The entity shall discuss its long-term activities to remediate spills that occurred in years prior to the reporting period but for which remediation activities are ongoing.",Quantitative,"Number, Kilogrammes (kg)",Hazardous Waste Management,"Electrical and electronic equipment manufacturing may generate hazardous waste which includes heavy metals and wastewater treatment sludge. Entities face regulatory and operational challenges in managing waste, since some wastes are subject to regulations governing their transport, treatment, storage and disposal. Waste management strategies include reduced generation, effective treatment and disposal, and recycling and recovery, if possible. Such activities, although requiring initial investment or operating costs, may reduce an entity?s long-term cost structure and mitigate the risk of remediation liabilities or regulatory penalties.","IR, WS","E:ESGRating, E:RegulatoryFine","Reportable spill count, volume and recovery rate signal ESG rating and regulatory fine risk in electrical and electronic equipment manufacturing"
RT-EE-250a.1,Resource Transformation,Electrical & Electronic Equipment,"Number of recalls issued, (2) total units recalled 2","Number of recalls issued, (2) total units recalled 2 ? The entity shall discuss notable recalls, such as those that affected a significant number of products or those related to serious injuries or fatalities.",Quantitative,Number,Product Safety,"The proper and safe functioning of electrical and electronic equipment is important because of the potential risks to customers, including electrical fires. In the event of a product safety incident, entities could be exposed to product liability claims, revenue loss because of damaged reputation, redesign costs, recalls, litigation or fines. Proper safety procedures, tests and protocols for products may reduce the risk of such adverse impacts and strengthen an entity?s brand.","IR, QA","R:BrandEquity, R:CustomerChurn",Product recall count and units recalled signal brand equity and customer churn risk in electrical and electronic equipment manufacturing
RT-EE-250a.2,Resource Transformation,Electrical & Electronic Equipment,Total amount of monetary losses as a result of legal proceedings associated with product safety 3,"Total amount of monetary losses as a result of legal proceedings associated with product safety 3 ? The entity shall briefly describe the nature, context and any corrective actions taken because of monetary losses.",Quantitative,Presentation currency,Product Safety,"The proper and safe functioning of electrical and electronic equipment is important because of the potential risks to customers, including electrical fires. In the event of a product safety incident, entities could be exposed to product liability claims, revenue loss because of damaged reputation, redesign costs, recalls, litigation or fines. Proper safety procedures, tests and protocols for products may reduce the risk of such adverse impacts and strengthen an entity?s brand.","LT, QA","F:GrossMargin, R:BrandEquity",Monetary losses from product safety legal proceedings crystallise gross margin and brand equity exposure in electrical and electronic equipment manufacturing
RT-EE-410a.1,Resource Transformation,Electrical & Electronic Equipment,Percentage of products by revenue that contain IEC 62474 declarable substances 4,Percentage of products by revenue that contain IEC 62474 declarable substances 4 ? Disclosure shall include a discussion of approach to managing the use of IEC 62474 declarable substances.,Quantitative,Percentage (%) by revenue,Product Lifecycle Management,"Electrical and electronic equipment entities face increasing challenges and opportunities associated with environmental and social externalities that may stem from the use of their products. Regulations are incentivising entities to reduce or eliminate the use of harmful chemicals in their products. To a lesser extent, regulations and customers are encouraging entities to reduce the environmental footprint of their products in the use-phase, primarily in terms of energy intensity. Electrical and electronic equipment entities that develop cost-effective products and energy efficiency solutions may benefit from increased revenue and market share, stronger competitive positioning and enhanced brand value. Similarly, products with reduced chemical safety concerns may provide opportunities for increased market share.","EP, RG","E:ESGRating, S:PublicHealthBurden",Percentage of products containing IEC 62474 declarable substances signals ESG rating and public health burden risk in electrical and electronic equipment
RT-EE-410a.2,Resource Transformation,Electrical & Electronic Equipment,"Percentage of eligible products, by revenue, certified to an energy efficiency certification","Percentage of eligible products, by revenue, certified to an energy efficiency certification",Quantitative,Percentage (%) by revenue,Product Lifecycle Management,"Electrical and electronic equipment entities face increasing challenges and opportunities associated with environmental and social externalities that may stem from the use of their products. Regulations are incentivising entities to reduce or eliminate the use of harmful chemicals in their products. To a lesser extent, regulations and customers are encouraging entities to reduce the environmental footprint of their products in the use-phase, primarily in terms of energy intensity. Electrical and electronic equipment entities that develop cost-effective products and energy efficiency solutions may benefit from increased revenue and market share, stronger competitive positioning and enhanced brand value. Similarly, products with reduced chemical safety concerns may provide opportunities for increased market share.","EP, QA","E:ESGRating, R:BrandEquity",Percentage of eligible products certified to energy efficiency standards signals ESG rating and brand equity in electrical and electronic equipment manufacturing
